id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
5108,No candidate mentioned,Positive,None of the above,For once I agree with 90% of @camillepaglia 's assessment: #GOPDebate http://t.co/BxuNX9UkDf,agree assessment,92,12,1,1,1,0
6102,Ben Carson,Positive,None of the above,"RT @ElizabethND04: Regardless of who we all vote for, let's be honest: Dr. Carson has had the most meaningful life of these people. God ble…",regardless vote let honest carson meaningful life people god ble…,140,25,0,1,0,1
4559,John Kasich,Positive,Healthcare (including Medicare),@JohnKasich didn't back away from Ohio's #Medicaid expansion during last night's #GOPDebate.  Msg: Don't oppose expansion based on ideology.,didnt back away ohio expansion last night msg dont oppose expansion based ideology,140,19,2,1,0,0
7641,No candidate mentioned,Positive,,#Carly2016 : @CarlyFiorina was 'dominant' winner of #GOPdebate night. @ChrisStirewalt http://t.co/72u0fGvb9J,dominant winner night,108,11,2,2,1,0
13662,Jeb Bush,Positive,None of the above,He sounded passionate and believable. #Bush #GOPDebates  https://t.co/GDNn2Qs8j5,sounded passionate believable,80,8,2,0,1,0
11816,Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
4944,No candidate mentioned,Positive,FOX News or Moderators,Everyone was excited for #GOPDebate - @hemzy1 @MyHatBaby. Excellent job moderators @FoxNews @BretBaier @megynkelly #election2016,everyone excited excellent job moderator,128,15,2,5,0,0
6064,Donald Trump,Positive,FOX News or Moderators,@foxandfriends @realDonaldTrump would have been nice if u would have let the 92yr. speak instead of interrupting her! #GOPDebate,would nice would let speak instead interrupting,128,19,1,2,0,0
9369,No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,enjoyed looking forward next,98,13,2,1,0,1
8661,Donald Trump,Positive,None of the above,@realDonaldTrump is the honey badger of candidates this round. #GOPDebate #GOPDebates great #FoxDebate tonight!,honey badger candidate round great tonight,111,14,3,1,0,0
13343,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,fox news wont admit republican leader right mean doubledigit lead,140,23,1,2,0,1
3742,No candidate mentioned,Positive,None of the above,The only person in #GOPDebate who had an exceptional performance was @CarlyFiorina Can't wait to see her spar against the big boys next time,person exceptional performance cant wait see spar big boy next time,140,24,1,1,0,0
1291,No candidate mentioned,Positive,None of the above,Lmfao!!! @KingHilarities you'll find this very funny 😂😂😂😂😂😂 https://t.co/rHTbzSJKUe #GOPDebate #Republicandebate #Lmfao,lmfao youll find funny 😂😂😂😂😂😂,119,12,3,1,1,0
9422,Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",three best performance order imho carly fiorina amp ben carson amp marco rubio,130,20,1,1,0,1
13505,No candidate mentioned,Positive,None of the above,America is a miracle country. 🇺🇸. #GOPDebates,america miracle country,45,7,1,0,0,0
5265,Ted Cruz,Positive,None of the above,RT @ShannonSanford9: The debate is over.... Hands down @TedCruz my man! #GOPDebate http://t.co/2PlnkF7Zi0,debate hand man,105,13,1,2,1,1
11436,No candidate mentioned,Positive,Healthcare (including Medicare),Loved that Bobby Jindal said that we have to end government dependence and expanding Medicaid doesn't help people.  #GOPDebates,loved bobby jindal said end government dependence expanding medicaid doesnt help people,127,19,1,0,0,0
4453,Rand Paul,Positive,None of the above,RT @JordyLangy: @Cold1957 Rand Paul cares more about upholding and applying the constitution than any of the other candidates. #GOPDebate #…,rand paul care upholding applying constitution candidate,140,21,1,2,0,1
6916,Donald Trump,Positive,None of the above,GOP Debate News - Trump Shocks GOP Faithful http://t.co/OKOqZojXFJ  #DonaldTrump  #GOPDebate http://t.co/yTusGmoClG,gop debate news trump shock gop faithful,115,12,2,0,1,0
638,Ted Cruz,Positive,Foreign Policy,"RT @PamelaGeller: LOVE CRUZ! ""If you join ISIS you are signing  your death warrant."" Go Ted go! Anyone that joins ISIS loses their citizens…",love cruz join isi signing death warrant ted anyone join isi loses citizens…,140,24,0,1,0,1
6793,No candidate mentioned,Positive,None of the above,BEST THING I'VE READ TODAY. I'm forever thankful for the wit and humor of Willy Boy. #GOP #GOPDebate  https://t.co/ovKOImS5Ty,best thing ive read today forever thankful wit humor willy boy,125,19,2,0,1,0
8022,Donald Trump,Positive,FOX News or Moderators,…#Trump wasn't going to play their PC game #GOPDebate #GOPDebates @BillHemmer,wasnt going play game,77,11,3,1,0,0
10910,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
146,Rand Paul,Positive,None of the above,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,best moment last night rand telling christie get another hug obama,118,19,1,1,0,1
12498,Donald Trump,Positive,None of the above,"@kvlxi19xx Yes he does and never claimed that he would do that.
#DUH #DonaldTrump  #GOPDebates",yes never claimed would,94,15,3,1,0,0
3093,John Kasich,Positive,None of the above,"RT @JohnKasich: It's called ""President of the United States"" for a reason.

#Kasich4Us

#GOPDebate https://t.co/pcdhnihp1Y",called president united state reason,122,15,2,1,1,1
9809,No candidate mentioned,Positive,None of the above,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,winner koch brother,71,10,1,1,0,1
4501,Donald Trump,Positive,None of the above,What a show! #Trump #GOPDebate #RosieODonnell — watching Republican Presidential Candidates Debate,show watching republican presidential candidate debate,98,12,3,0,0,0
6296,Scott Walker,Positive,None of the above,RT @ColMorrisDavis: Props to @ScottWalker for giving a shoutout to union-made @harleydavidson! #GOPDebate,prop giving shoutout unionmade,105,13,1,3,0,1
8251,Donald Trump,Positive,None of the above,RT @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! #GopDebates,donald independent rubionever show work,80,12,1,1,0,1
3806,Donald Trump,Positive,None of the above,"RT @Writeintrump: To prove I'm a good sport, I'm giving all the losers of tonight's #GOPDebate The Apprentice board game to take home. http…",prove good spo giving loser tonight apprentice board game take home,140,24,1,1,1,1
2239,Ted Cruz,Positive,None of the above,RT @tedcruz: I believe the American people are looking for someone to speak the truth https://t.co/GN0PVY4wLR #GOPDebate #CruzCrew,believe american people looking someone speak truth,130,18,2,1,1,1
12169,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
6499,Mike Huckabee,Positive,None of the above,@MikeHuckabeeGOP says he wants 2 legalize prostitution &amp; drugs &amp; tax the hell out of them? That's what I've been saying for yrs. #GOPDebate,say want legalize prostitution amp drug amp tax hell thats ive saying yr,147,24,1,1,0,0
8313,No candidate mentioned,Positive,None of the above,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,two great debate favorite let know thought,111,16,2,1,0,1
575,No candidate mentioned,Positive,None of the above,"RT @FredZeppelin12: Priceless. @CarlyFiorina cleans Chris Matthew's clock post-debate. This woman is a contender

#GOPDebate 
#GoCarly 

 h…",priceless clean chris matthew clock postdebate woman contender,140,17,2,2,0,1
13113,Chris Christie,Positive,None of the above,It's @ChrisChristie vs. @MikeHuckabeeGOP on Social Security. Nice exchange on both sides. #GOPdebates #LZDebates,social security nice exchange side,112,14,2,2,0,0
11282,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
13445,Ben Carson,Positive,None of the above,"Carson is very witty, articulate and not too unlikable. Deserves much better poll ratings, but won't make it past New Hampshire #GOPDebates",carson witty aiculate unlikable deserves much better poll rating wont make past new hampshire,139,22,1,0,0,0
9129,No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,enjoyed looking forward next,98,13,2,1,0,1
9379,Donald Trump,Positive,None of the above,"Trump doesn't care about political correctness, but he does care about America's future.  #GOPDebates",trump doesnt care political correctness care america future,101,14,1,0,0,0
9861,No candidate mentioned,Positive,None of the above,"Lol, fun! Aghhh I'm pumped! This is a nerds favorite sport!! #GOPDebates",lol fun aghhh pumped nerd favorite spo,72,12,1,0,0,0
4308,No candidate mentioned,Positive,Foreign Policy,RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.co…,good point rejection hiding political world watch,140,19,2,3,1,1
9063,Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",trump got right nobody would talk immigration untill brought,130,20,2,1,0,1
9753,Ben Carson,Positive,None of the above,#GOPDebates Ben Carson stepped up too!,ben carson stepped,38,6,1,0,0,0
13533,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
5112,No candidate mentioned,Positive,None of the above,"#CamillePaglia on #GOPdebate (sadly, I agree with most she says) http://t.co/nrUgsn3XIu via @thr",sadly agree say via,96,13,2,1,1,0
6086,Ben Carson,Positive,Racial issues,RT @ElizabethND04: Wow. Awesome Dr. Carson race answer! @RealBenCarson #GOPDebate #FOXNEWSDEBATE #FoxNews #FoxDebate @FoxNews #FNC  https:/…,wow awesome carson race answer,140,16,5,3,1,1
13186,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,fox news wont admit republican leader right mean doubledigit lead,140,23,1,2,0,1
8310,No candidate mentioned,Positive,None of the above,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,two great debate favorite let know thought,111,16,2,1,0,1
4962,Marco Rubio,Positive,None of the above,"RT @emiluminati: @marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #…",make happen capn response spot thank,140,20,3,2,0,1
1389,Donald Trump,Positive,None of the above,@realDonaldTrump #MakeAmericaGreatAgain #GOPDebate #TrumpForPresident  I put this together for you. http://t.co/TZtK7BC1rm via @chirbit,put together via,135,13,3,2,1,0
11145,No candidate mentioned,Positive,Foreign Policy,Nice to see these candidates oppose Russia's aggressive actions in Europe. #GOPDebates,nice see candidate oppose russia aggressive action europe,86,12,1,0,0,0
9422,Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",three best performance order imho carly fiorina amp ben carson amp marco rubio,130,20,1,1,0,1
3031,John Kasich,Positive,None of the above,"After sleeping on it...the ones that looked most ""presidential"" 2 me:
@CarlyFiorina 
@JohnKasich 
@marcorubio 
#GOPDebate",sleeping itthe one looked presidential,121,15,1,3,0,0
6266,No candidate mentioned,Positive,None of the above,"RT @AmnaKhalid: “If I have to monitor a mosque, I’ll monitor a mosque,” declaims Sen Lindsay Graham. That’s the rhetoric that wins GOP hear…",monitor mosque monitor mosque declaims sen lindsay graham rhetoric win gop hear…,140,24,0,1,0,1
1001,Mike Huckabee,Positive,None of the above,"Executive Experience Matters

#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",executive experience matter,135,13,9,0,1,0
11743,John Kasich,Positive,LGBT issues,@JohnKasich Good for you! #gopdebates #gaymarriage #equality,good,60,7,3,1,0,0
5953,No candidate mentioned,Positive,None of the above,"RT @tjholmes: Right after a question about #BlackLivesMatter, a commercial for the ""Straight Outta Compton"" movie airs. I can't help but sm…",right question commercial straight outta compton movie air cant help sm…,140,22,1,1,0,1
8428,Ben Carson,Positive,None of the above,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",carson remark half brain best line,80,14,1,1,0,1
3070,Ben Carson,Positive,None of the above,"RT @DLoesch: Carson’s goal tonight: Introduce himself to America, make people remember him. I think he accomplished that. #GOPDebate",carson goal tonight introduce america make people remember think accomplished,132,19,1,1,0,1
2635,No candidate mentioned,Positive,None of the above,No question she should be in the top 10. #CarlyFiorina #CarlyFiorina #GOPDebate #GOP  https://t.co/aWF2zNvqVo,question top,109,14,4,0,1,0
1366,No candidate mentioned,Positive,None of the above,RT @BenjaminJS: Getting more excited for the #GOPDebate http://t.co/EfGRo33pMO,getting excited,78,9,1,1,1,1
393,Donald Trump,Positive,None of the above,"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy",carly fiorina dominates social medium even beating trump fox nation,120,16,1,1,1,1
8312,Donald Trump,Positive,None of the above,Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/nDu4EO1VRX,congrats win polling last night well done sir,135,17,1,3,1,0
11881,Donald Trump,Positive,FOX News or Moderators,@megynkelly your personal attacks on @realDonaldTrump makes me like him more #backfiring #GOPDebates,personal attack make like,100,13,2,2,0,0
11177,Ben Carson,Positive,None of the above,#FOXNEWS  #GOPDebates  @BenCarson OWNS this Debate when it comes to SMART,owns debate come sma,73,11,2,1,0,0
5208,Donald Trump,Positive,None of the above,Trump schooling Chris Wallace reminded me of that scene in Back To School where Dangerfield schooled the nerdy biz professor. #GOPDebate,trump schooling chris wallace reminded scene back school dangerfield schooled nerdy biz professor,136,21,1,0,0,0
3698,Ted Cruz,Positive,None of the above,#GOPDebate @RealAlexJones did ted cruz make a name for himself after saying americans deserve to know the truth,ted cruz make name saying american deserve know truth,111,18,1,1,0,0
13279,Donald Trump,Positive,None of the above,Dear Donald Trump... Thank you! #GOPDebates 😜,dear donald trump thank,45,7,1,0,0,0
11815,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
11828,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
3618,No candidate mentioned,Positive,None of the above,RT @makeupbylivixx: watching the #GOPDebate &amp; have never been more entertained by my family's side comments,watching amp never enteained family side comment,111,16,1,1,0,1
5626,Donald Trump,Positive,None of the above,RT @megynkelly: .@brithume: @realDonaldTrump did fine #GOPDebate,fine,64,7,1,3,0,1
12768,Marco Rubio,Positive,None of the above,@marcorubio seems to hav his stuff together. Wish he was getting more time. #GOPdebates,seems hav stuff together wish getting time,87,14,1,1,0,0
722,No candidate mentioned,Positive,None of the above,RT @alexandraheuser: GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,good point wait til hear serious debate,121,16,2,1,1,1
11225,No candidate mentioned,Positive,FOX News or Moderators,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates,straight outta compton commercial fox news well played,91,13,1,1,0,1
84,Ted Cruz,Positive,None of the above,"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. Oba…",elected first day president ill rescind every illegal unconstitutional executive order enacted pres oba…,140,22,0,1,0,1
6717,No candidate mentioned,Positive,None of the above,"RT @RepGeoffDiehl: #GOPDebate is great, but for #MAGOP who want to take a positive step for our state on Nov. 3, please attend:
https://t.c…",great want take positive step state nov please attend,140,24,2,1,1,1
1462,No candidate mentioned,Positive,None of the above,Why did I have to be at a campground on the day of the first #GOPDebate?,campground day first,72,16,1,0,0,0
2903,Ted Cruz,Positive,None of the above,RT @tedcruz: A little #GOPDebate prep with my two best advisers. #CruzCrew http://t.co/nICXayCSI4 http://t.co/fA4EQQhFW1,little prep two best adviser,120,14,2,1,1,1
2249,No candidate mentioned,Positive,None of the above,"@ShawnSuth Don't be misled. It was like a 5/10 tweet party. The #GOPDebate, on the other hand, would have been incredible.",dont misled like tweet pay hand would incredible,122,21,1,1,0,0
11503,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
3245,Donald Trump,Positive,None of the above,Gotta remember @realDonaldTrump is a leader not a debater. Held his own against deep rooted politicians very well. #Trump2016 #GOPDebate,got remember leader debater held deep rooted politician well,136,20,2,1,0,0
11670,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
458,Ted Cruz,Positive,None of the above,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 

#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/…",thank speaking,140,14,4,2,1,1
4513,No candidate mentioned,Positive,FOX News or Moderators,@BillHemmer @marthamaccallum @FoxNews Kudos to Bill &amp; Martha. Excellent #GOPDebate moderators. The prime time team was awful in comparison!,kudos bill amp maha excellent moderator prime time team awful comparison,143,19,1,3,0,0
3950,No candidate mentioned,Positive,None of the above,"The real winners in the #GOPDebate were the Jr. Debaters, who came across as far more intelligent than the brawling children later on.",real winner debater came across far intelligent brawling child later,134,23,1,0,0,0
11750,Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
393,Donald Trump,Positive,None of the above,"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy",carly fiorina dominates social medium even beating trump fox nation,120,16,1,1,1,1
5824,Donald Trump,Positive,None of the above,"If I had to vote today, it would be @realDonaldTrump! #GOPDebate #leader #dominated I saw a CEO of the panel. #CEO of the #Country.",vote today would saw ceo panel,131,24,5,1,0,0
11360,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
6035,Rand Paul,Positive,None of the above,"As much as I love @RandPaul and will always #StandWithRand, Governor @JohnKasich did a bang up job in the #GOPDebate. That's my two cents.",much love always governor bang job thats two cent,138,24,2,2,0,0
6803,Donald Trump,Positive,None of the above,Donald Trump gets the award for most entertaining. #GOPDebate,donald trump get award enteaining,61,9,1,0,0,0
12598,Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,would never know frontrunner watching debate,129,17,2,2,0,1
8529,Donald Trump,Positive,FOX News or Moderators,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",trump said megyn ask nine candidate plan suppo win nomination,140,23,1,1,0,1
1061,Ted Cruz,Positive,None of the above,"RT @Gabby_Hoffman: Best @tedcruz line re #GOPDebate: ""I will fight to defend liberty because my family knows what it's like to lose it"" htt…",best line fight defend libey family know like lose htt…,140,24,1,2,0,1
1304,No candidate mentioned,Positive,FOX News or Moderators,RT @greta: .@KarlRove: I think @CarlyFiorina did great tonight - @GovernorPerry did great too -OTR #greta #GOPDebate @FoxNews,think great tonight great otr,125,18,2,5,0,1
8988,Ben Carson,Positive,None of the above,"IMHO two DC-outsiders/non-#politicians ""trumped"" the #GOPdebates tonight: @RealBenCarson &amp; @CarlyFiorina. #tcot #Election2016",imho two dcoutsidersnon trumped tonight amp,129,12,4,2,0,0
2872,No candidate mentioned,Positive,Jobs and Economy,"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate",babara boxer running check carly fiorina record calif outsourcing job lining pocket corp welfare,138,22,1,0,0,0
3888,Chris Christie,Positive,None of the above,RT @ChrisChristie: I will make no apologies for protecting the lives and the safety of the American people. #GOPDebate https://t.co/gMaMj9n…,make apology protecting life safety american people,140,20,1,1,1,1
331,No candidate mentioned,Positive,None of the above,"#Fallon to Jon #Stewart: ""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",jon please come back alone,109,15,4,0,1,0
13729,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
12825,Marco Rubio,Positive,None of the above,Rubio is killing it tonight. #GOPDebates,rubio killing tonight,40,6,1,0,0,0
1688,No candidate mentioned,Positive,None of the above,"RT @96Suns: @sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate",substantive vigorous revealingit probably head,106,13,1,2,0,1
10276,Ben Carson,Positive,None of the above,Dr Ben Carson: United (not divided) States of America #GOPDebate #GOPDebates,ben carson united divided state america,76,11,2,0,0,0
5257,No candidate mentioned,Positive,FOX News or Moderators,#GOPDebate  I think Megyn Kelly succeeded in her primary goal last night.  People are talking about her today. #FoxDebate  #FOXNEWSDEBATE,think megyn kelly succeeded primary goal last night people talking today,137,20,3,0,0,0
5220,Donald Trump,Positive,None of the above,At least #DonaldTrump can make you laugh. Hope Americans can see beyond that. Trouble in paradise orelse #GOPDebate  https://t.co/0DiB68mbJn,least make laugh hope american see beyond trouble paradise orelse,140,19,2,0,1,0
7397,No candidate mentioned,Positive,FOX News or Moderators,Looks like last night was the highest rated primary debate in history: http://t.co/vJRFUPGVqn #GOPDebate,look like last night highest rated primary debate history,104,14,1,0,1,0
1284,John Kasich,Positive,None of the above,"RT @pattonoswalt: Well holy shit, Kasich. Good on you. #GOPDebate",well holy shit kasich good,65,10,1,1,0,1
4962,Marco Rubio,Positive,None of the above,"RT @emiluminati: @marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #…",make happen capn response spot thank,140,20,3,2,0,1
5938,Mike Huckabee,Positive,None of the above,RT @Steve_Girschle: Impressive performance by Governor Huckabee!  #gopdebate #imwithhuck #th16 https://t.co/YkoEr9Zg45,impressive performance governor huckabee,118,11,3,1,1,1
248,Ted Cruz,Positive,None of the above,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",cruz class amp truth get vote,57,10,1,0,0,0
11418,No candidate mentioned,Positive,FOX News or Moderators,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates,straight outta compton commercial fox news well played,91,13,1,1,0,1
2945,Marco Rubio,Positive,None of the above,"Rubio might be my new pick for president, he gave some really intellgent answers last night #GOPDebate",rubio might new pick president gave really intellgent answer last night,102,17,1,0,0,0
12860,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
5218,Donald Trump,Positive,None of the above,"Great, great list idea for localization of election coverage: http://t.co/3yrrQf7AxL #GOPDebate",great great list idea localization election coverage,95,11,1,0,1,0
11827,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",need take control debate,128,19,2,3,0,1
11778,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
4347,John Kasich,Positive,None of the above,.@costareports @SCClemons HRC Became 11th #GOPDebate Candidate Last Night @CarlyFiorina &amp; @JohnKasich Topped Field! https://t.co/gOl1jgQp7j,hrc became candidate last night amp topped field,143,15,1,4,1,0
8439,Donald Trump,Positive,FOX News or Moderators,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",trump said megyn ask nine candidate plan suppo win nomination,140,23,1,1,0,1
5850,Donald Trump,Positive,None of the above,#GOPDebate was swag. Let's go Trump! Lolololol,swag let trump lolololol,46,7,1,0,0,0
5265,Ted Cruz,Positive,None of the above,RT @ShannonSanford9: The debate is over.... Hands down @TedCruz my man! #GOPDebate http://t.co/2PlnkF7Zi0,debate hand man,105,13,1,2,1,1
11995,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
9587,Ted Cruz,Positive,None of the above,"RT @T0H0DAD: By far the most professional candidate is #TedCruz!
#GOPDebates",far professional candidate,76,11,2,1,0,1
756,Donald Trump,Positive,None of the above,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain 🇺🇸 http://t.co/dOckS…",winner time leading,140,15,3,2,1,1
6413,No candidate mentioned,Positive,FOX News or Moderators,So after the #GOPDebate last night I think I know who I want to be president. #MegynKelly #MegynKellyforPresident #MegynKelly2016,last night think know want president,129,19,4,0,0,0
8167,No candidate mentioned,Positive,FOX News or Moderators,"never thought I'd say this but goddamnit I am. Yo, @MegynKelly, Chris Wallace, @BretBaier... Great job hosting the #GOPDebates last night.",never thought say goddamnit chris wallace great job hosting last night,138,21,1,2,0,0
2324,Jeb Bush,Positive,None of the above,RT @4BillLewis: #Facebook &amp; #Twitter made #GOPDebate interesting #jebbush #realdonaldtrump #marcorubio #scottwalker #JohnKasich #realbencar…,amp made interesting,144,14,9,1,0,1
11717,John Kasich,Positive,LGBT issues,A GOP candidate who respects all - Gov John Kaisch #SameSexMarriage #GOPDebates,gop candidate respect gov john kaisch,79,12,2,0,0,0
5769,No candidate mentioned,Positive,None of the above,RT @shellbelle1022: Oh my G-O-S-H. She really is fantastic! #CarlyFiorina #GOPDebate #ChrisMatthewsgottold  https://t.co/H3DSS4Dxmo,gosh really fantastic,131,13,3,1,1,1
11728,No candidate mentioned,Positive,LGBT issues,Seems like supporting same sex marriage is actually popular with Republicans #GOPDebates,seems like suppoing sex marriage actually popular republican,88,12,1,0,0,0
1625,Scott Walker,Positive,None of the above,Retrospect. I liked way @ScottWalker was respectfully #listening to other candidates in #gopdebate pictures. Very revealing.,retrospect liked way respectfully candidate picture revealing,124,16,2,1,0,0
12286,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
11653,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
